Номер;Тип;Модель;Типоразмер;Диаметр ММ;Производительность м3/ч;Давление(па);Мощность(ВТ);Уровень шума;Цена в рублях
44915;ВЦ;ВЦ 30-160-050-4;ВЦ 30-160-050;500;1349 - 24414;602 - 1866;3000;98;142 300
44916;ВЦ;ВЦ 30-160-040-3;ВЦ 30-160-040;400;2571 - 22691;311 - 1500;2200;66;280 800
44917;ВО;ВО 35-200-063-2;ВО 35-200-063;630;1844 - 4180;469 - 3412;4000;78;197 300
44918;ВЦ;ВЦ 50-315-125-1;ВЦ 50-315-125;1000;1929 - 26134;541 - 1849;250;98;78 200
44919;Ц;Ц 30-160-050-4;Ц 30-160-050;500;322 - 5851;559 - 2473;7500;63;57 200
44920;Ц;Ц 40-250-080-1;Ц 40-250-080;800;640 - 1987;479 - 1742;4000;63;120 900
44921;ВО;ВО 30-160-050-3;ВО 30-160-050;500;2957 - 28170;560 - 2235;5500;99;312 300
44922;ВКОП;ВКОП 30-160-040-5;ВКОП 30-160-040;400;2393 - 6127;331 - 2531;1100;94;207 900
44923;ВЦ;ВЦ 50-315-125-3;ВЦ 50-315-125;1000;1273 - 4188;109 - 897;1100;105;136 400
44924;ВО;ВО 45-280-100-4;ВО 45-280-100;900;442 - 14851;124 - 1196;15000;95;140 000
44925;Ц;Ц 30-160-040-4;Ц 30-160-040;400;3115 - 8808;360 - 1000;11000;64;337 700
44926;ВЦ;ВЦ 40-250-080-4;ВЦ 40-250-080;800;2318 - 7521;256 - 3007;5500;86;298 200
44927;ВР;ВР 40-250-080-4;ВР 40-250-080;800;1887 - 25591;419 - 2864;1100;103;336 800
44928;ВЦ;ВЦ 30-160-050-4;ВЦ 30-160-050;500;2481 - 18458;582 - 2063;1500;97;278 100
44929;ВКОП;ВКОП 56-355-140-1;ВКОП 56-355-140;1120;3354 - 20949;532 - 3429;550;78;316 900
44930;ВКОП;ВКОП 45-280-100-4;ВКОП 45-280-100;900;274 - 14977;243 - 1184;3000;100;326 600
44931;ВЦ;ВЦ 35-200-063-4;ВЦ 35-200-063;630;825 - 24542;461 - 3654;15000;88;155 900
44932;ВО;ВО 56-355-140-4;ВО 56-355-140;1120;3258 - 20761;152 - 1161;2200;64;221 500
44933;Ц;Ц 50-315-125-5;Ц 50-315-125;1000;1110 - 14682;355 - 599;3000;104;250 400
44934;ВО;ВО 30-160-040-2;ВО 30-160-040;400;2954 - 21102;198 - 3167;250;90;206 100
44935;Ц;Ц 45-280-100-3;Ц 45-280-100;900;3108 - 23831;458 - 1251;11000;77;91 700
44936;Ц;Ц 30-160-050-2;Ц 30-160-050;500;1345 - 13102;151 - 3172;550;75;83 200
44937;ВР;ВР 50-315-125-1;ВР 50-315-125;1000;1304 - 7354;123 - 1612;4000;69;224 600
44938;ВР;ВР 56-355-140-3;ВР 56-355-140;1120;3214 - 29235;160 - 1238;750;79;159 100
44939;УВО;УВО 30-160-050-3;УВО 30-160-050;500;449 - 2803;579 - 3606;2200;103;111 500
44940;ВКОП;ВКОП 35-200-063-1;ВКОП 35-200-063;630;445 - 7278;297 - 3186;15000;64;233 600
44941;УВО;УВО 35-200-063-5;УВО 35-200-063;630;3398 - 29730;180 - 3171;4000;72;193 200
44942;УВО;УВО 35-200-063-2;УВО 35-200-063;630;2318 - 10908;401 - 1005;3000;63;264 800
44943;ВКОП;ВКОП 40-250-080-4;ВКОП 40-250-080;800;2850 - 27184;116 - 1292;5500;90;252 600
44944;ВР;ВР 30-160-050-2;ВР 30-160-050;500;1820 - 22413;149 - 2217;7500;62;167 900
44945;ВО;ВО 35-200-063-2;ВО 35-200-063;630;946 - 8874;329 - 663;3000;101;284 600
44946;УВО;УВО 50-315-125-2;УВО 50-315-125;1000;3324 - 26419;121 - 2938;370;89;76 100
44947;ВКОП;ВКОП 35-200-063-2;ВКОП 35-200-063;630;1378 - 12174;442 - 546;5500;61;94 500
44948;ВО;ВО 56-355-140-4;ВО 56-355-140;1120;3682 - 8143;532 - 1278;250;96;327 000
44949;ВР;ВР 30-160-040-2;ВР 30-160-040;400;2021 - 27921;75 - 2758;5500;77;147 900
44950;ВКОП;ВКОП 35-200-063-2;ВКОП 35-200-063;630;679 - 4210;541 - 1093;3000;93;263 300
44951;Ц;Ц 30-160-050-3;Ц 30-160-050;500;3860 - 25739;451 - 3348;370;83;258 600
44952;ВО;ВО 40-250-080-5;ВО 40-250-080;800;2423 - 15984;319 - 3109;2200;100;222 200
44953;Ц;Ц 30-160-040-3;Ц 30-160-040;400;3310 - 14427;424 - 2828;2200;60;262 400
44954;ВО;ВО 45-280-100-3;ВО 45-280-100;900;1133 - 14286;539 - 1856;5500;70;337 900
44955;Ц;Ц 56-355-140-1;Ц 56-355-140;1120;2365 - 18269;118 - 3301;370;104;150 700
44956;Ц;Ц 40-250-080-2;Ц 40-250-080;800;1636 - 27376;335 - 1167;370;74;172 700
44957;ВКОП;ВКОП 30-160-040-2;ВКОП 30-160-040;400;3013 - 19538;93 - 1932;11000;110;194 900
44958;ВР;ВР 35-200-063-4;ВР 35-200-063;630;3819 - 21637;249 - 2638;11000;101;55 200
44959;ВР;ВР 56-355-140-5;ВР 56-355-140;1120;2141 - 22533;131 - 255;750;62;154 900
44960;ВО;ВО 56-355-140-4;ВО 56-355-140;1120;2607 - 23072;158 - 1865;370;92;220 500
44961;Ц;Ц 30-160-040-2;Ц 30-160-040;400;2723 - 18388;448 - 2296;250;109;269 700
44962;ВР;ВР 35-200-063-1;ВР 35-200-063;630;2647 - 10020;70 - 2995;15000;80;297 200
44963;ВЦ;ВЦ 40-250-080-1;ВЦ 40-250-080;800;1391 - 2294;432 - 2881;11000;69;250 400
44964;ВКОП;ВКОП 30-160-040-3;ВКОП 30-160-040;400;1364 - 6931;611 - 2357;750;82;301 100
44965;ВР;ВР 30-160-040-5;ВР 30-160-040;400;2262 - 24422;385 - 872;3000;79;184 200
44966;ВР;ВР 35-200-063-1;ВР 35-200-063;630;1197 - 26665;579 - 2864;550;80;328 600
44967;Ц;Ц 30-160-050-2;Ц 30-160-050;500;3377 - 25540;399 - 1855;550;85;164 500
44968;ВЦ;ВЦ 30-160-050-2;ВЦ 30-160-050;500;2392 - 27984;100 - 1720;15000;66;304 600
44969;ВЦ;ВЦ 45-280-100-5;ВЦ 45-280-100;900;2299 - 21276;85 - 1291;15000;73;325 100
44970;Ц;Ц 30-160-040-1;Ц 30-160-040;400;242 - 13739;260 - 750;250;80;229 400
44971;ВКОП;ВКОП 40-250-080-4;ВКОП 40-250-080;800;709 - 9572;44 - 2842;1100;92;269 900
44972;УВО;УВО 40-250-080-1;УВО 40-250-080;800;3729 - 25857;484 - 2975;250;90;171 500
44973;ВО;ВО 45-280-100-2;ВО 45-280-100;900;3476 - 7473;98 - 2606;550;63;69 100
44974;УВО;УВО 30-160-040-1;УВО 30-160-040;400;1342 - 21598;578 - 3092;550;67;245 100
44975;УВО;УВО 35-200-063-1;УВО 35-200-063;630;2550 - 19815;326 - 2271;5500;72;318 100
44976;Ц;Ц 30-160-050-4;Ц 30-160-050;500;3955 - 12878;440 - 2955;250;100;265 900
44977;Ц;Ц 30-160-040-1;Ц 30-160-040;400;2711 - 17214;76 - 1030;750;93;126 300
44978;ВО;ВО 50-315-125-2;ВО 50-315-125;1000;2463 - 23637;209 - 1007;750;83;156 000
44979;ВЦ;ВЦ 35-200-063-3;ВЦ 35-200-063;630;2981 - 19760;179 - 2133;11000;62;219 600
44980;УВО;УВО 30-160-050-3;УВО 30-160-050;500;315 - 22136;106 - 2382;7500;94;277 900
44981;ВО;ВО 30-160-040-4;ВО 30-160-040;400;2726 - 16380;408 - 2265;3000;85;300 200
44982;Ц;Ц 56-355-140-4;Ц 56-355-140;1120;2439 - 28548;556 - 2537;370;72;50 200
44983;УВО;УВО 50-315-125-3;УВО 50-315-125;1000;3547 - 20517;255 - 2774;3000;68;45 700
44984;ВКОП;ВКОП 40-250-080-4;ВКОП 40-250-080;800;1071 - 5832;382 - 2182;4000;96;328 500
44985;ВЦ;ВЦ 35-200-063-4;ВЦ 35-200-063;630;1470 - 18399;640 - 3809;15000;75;255 000
44986;ВЦ;ВЦ 56-355-140-1;ВЦ 56-355-140;1120;1967 - 27019;107 - 2480;11000;107;304 100
44987;ВР;ВР 30-160-040-1;ВР 30-160-040;400;1091 - 18760;118 - 3117;1100;101;74 300
44988;ВР;ВР 30-160-050-5;ВР 30-160-050;500;2415 - 2995;130 - 1628;750;64;230 100
44989;ВКОП;ВКОП 30-160-040-3;ВКОП 30-160-040;400;3041 - 21002;255 - 1824;7500;72;203 500
44990;Ц;Ц 45-280-100-3;Ц 45-280-100;900;2873 - 21550;340 - 1143;1500;81;253 400
44991;ВКОП;ВКОП 35-200-063-1;ВКОП 35-200-063;630;3208 - 18174;573 - 1858;750;88;249 400
44992;ВКОП;ВКОП 30-160-040-5;ВКОП 30-160-040;400;3249 - 10244;231 - 1751;3000;103;313 100
44993;ВКОП;ВКОП 50-315-125-4;ВКОП 50-315-125;1000;2642 - 14777;276 - 2966;1500;69;181 800
44994;Ц;Ц 50-315-125-4;Ц 50-315-125;1000;3314 - 30907;647 - 1475;15000;103;269 100
44995;ВКОП;ВКОП 35-200-063-2;ВКОП 35-200-063;630;1543 - 20810;635 - 772;1100;107;48 700
44996;ВКОП;ВКОП 45-280-100-2;ВКОП 45-280-100;900;3973 - 23260;360 - 3387;15000;95;312 100
44997;ВКОП;ВКОП 50-315-125-5;ВКОП 50-315-125;1000;3180 - 13214;281 - 3260;550;77;206 200
44998;ВР;ВР 40-250-080-3;ВР 40-250-080;800;3586 - 11757;359 - 3068;550;80;231 000
44999;Ц;Ц 30-160-040-2;Ц 30-160-040;400;838 - 19588;452 - 3609;5500;81;119 600
45000;УВО;УВО 56-355-140-2;УВО 56-355-140;1120;3782 - 28471;553 - 1260;370;63;273 100
45001;Ц;Ц 30-160-040-1;Ц 30-160-040;400;3237 - 12749;290 - 1254;550;107;98 700
45002;Ц;Ц 50-315-125-5;Ц 50-315-125;1000;556 - 20405;472 - 652;250;65;159 600
45003;ВО;ВО 45-280-100-5;ВО 45-280-100;900;308 - 19198;243 - 3225;7500;104;330 700
45004;ВЦ;ВЦ 30-160-050-4;ВЦ 30-160-050;500;2613 - 12228;46 - 3204;15000;70;266 500
45005;ВР;ВР 35-200-063-2;ВР 35-200-063;630;1081 - 26599;384 - 852;370;84;95 700
45006;ВР;ВР 56-355-140-3;ВР 56-355-140;1120;2672 - 11839;84 - 3122;3000;94;110 400
45007;ВЦ;ВЦ 30-160-040-5;ВЦ 30-160-040;400;1400 - 29077;410 - 2824;750;105;81 400
45008;ВКОП;ВКОП 50-315-125-2;ВКОП 50-315-125;1000;3366 - 13348;121 - 1124;370;84;190 700
45009;ВЦ;ВЦ 50-315-125-3;ВЦ 50-315-125;1000;866 - 13496;403 - 1311;7500;77;82 400
45010;УВО;УВО 50-315-125-2;УВО 50-315-125;1000;2387 - 26779;290 - 1009;3000;84;186 500
45011;Ц;Ц 50-315-125-5;Ц 50-315-125;1000;1099 - 24032;372 - 3569;15000;63;165 000
45012;ВКОП;ВКОП 56-355-140-3;ВКОП 56-355-140;1120;1843 - 11116;107 - 1021;5500;105;209 900
45013;ВО;ВО 50-315-125-4;ВО 50-315-125;1000;1820 - 23384;509 - 1144;1100;68;174 300
45014;Ц;Ц 45-280-100-5;Ц 45-280-100;900;1276 - 26254;638 - 2442;5500;85;234 700
45015;ВО;ВО 30-160-050-5;ВО 30-160-050;500;2221 - 5699;88 - 587;550;100;128 800
45016;Ц;Ц 40-250-080-5;Ц 40-250-080;800;460 - 13568;430 - 2920;3000;93;176 800
45017;УВО;УВО 56-355-140-1;УВО 56-355-140;1120;2986 - 27102;157 - 2999;4000;108;184 800
45018;Ц;Ц 35-200-063-1;Ц 35-200-063;630;1402 - 16148;201 - 2109;250;106;183 000
45019;УВО;УВО 56-355-140-2;УВО 56-355-140;1120;2279 - 6265;345 - 3012;4000;98;149 200
45020;ВО;ВО 35-200-063-2;ВО 35-200-063;630;2409 - 28423;583 - 635;5500;80;301 100
45021;ВКОП;ВКОП 30-160-040-3;ВКОП 30-160-040;400;3799 - 31551;354 - 1384;250;75;86 200
45022;ВКОП;ВКОП 50-315-125-4;ВКОП 50-315-125;1000;3542 - 6309;585 - 3771;550;68;294 100
45023;УВО;УВО 30-160-050-3;УВО 30-160-050;500;2361 - 22737;473 - 1390;4000;108;150 400
45024;Ц;Ц 35-200-063-4;Ц 35-200-063;630;2951 - 24746;422 - 2266;4000;88;108 400
45025;ВО;ВО 30-160-050-1;ВО 30-160-050;500;1584 - 2773;642 - 2960;750;97;160 400
45026;ВКОП;ВКОП 30-160-040-1;ВКОП 30-160-040;400;1137 - 3845;72 - 1475;370;92;169 700
45027;ВР;ВР 50-315-125-4;ВР 50-315-125;1000;1077 - 19246;175 - 3187;5500;96;292 800
45028;ВО;ВО 56-355-140-4;ВО 56-355-140;1120;3507 - 17345;234 - 670;370;102;270 900
45029;ВР;ВР 40-250-080-4;ВР 40-250-080;800;2112 - 26502;95 - 2903;7500;101;96 500
45030;ВКОП;ВКОП 40-250-080-3;ВКОП 40-250-080;800;3479 - 7559;294 - 1128;750;94;280 200
45031;ВО;ВО 40-250-080-2;ВО 40-250-080;800;1340 - 16999;295 - 653;3000;95;96 300
45032;ВКОП;ВКОП 50-315-125-5;ВКОП 50-315-125;1000;3624 - 4607;135 - 3271;750;70;258 000
45033;ВЦ;ВЦ 40-250-080-2;ВЦ 40-250-080;800;3741 - 17382;100 - 824;2200;60;249 600
45034;ВР;ВР 56-355-140-4;ВР 56-355-140;1120;1368 - 15729;609 - 3370;11000;91;126 100
45035;ВО;ВО 35-200-063-2;ВО 35-200-063;630;439 - 19917;595 - 894;11000;80;74 900
45036;ВКОП;ВКОП 45-280-100-4;ВКОП 45-280-100;900;2259 - 20162;201 - 483;4000;65;142 400
45037;ВКОП;ВКОП 45-280-100-1;ВКОП 45-280-100;900;2965 - 11172;453 - 994;5500;75;65 800
45038;УВО;УВО 30-160-040-4;УВО 30-160-040;400;2892 - 22517;618 - 2809;1500;76;152 000
45039;Ц;Ц 50-315-125-3;Ц 50-315-125;1000;1177 - 10380;445 - 1031;7500;101;202 200
45040;ВЦ;ВЦ 35-200-063-1;ВЦ 35-200-063;630;238 - 15755;616 - 1075;370;94;156 700
45041;УВО;УВО 35-200-063-2;УВО 35-200-063;630;1629 - 4383;290 - 1853;1100;70;274 700
45042;УВО;УВО 50-315-125-3;УВО 50-315-125;1000;2705 - 29652;581 - 663;7500;95;201 900
45043;Ц;Ц 30-160-040-2;Ц 30-160-040;400;1283 - 5565;149 - 3239;4000;69;187 700
45044;ВР;ВР 45-280-100-2;ВР 45-280-100;900;3139 - 14874;248 - 3113;7500;76;309 900
45045;ВЦ;ВЦ 35-200-063-1;ВЦ 35-200-063;630;578 - 21862;473 - 1656;250;60;219 800
45046;ВО;ВО 50-315-125-3;ВО 50-315-125;1000;861 - 25649;492 - 2801;11000;87;339 000
45047;ВКОП;ВКОП 30-160-040-1;ВКОП 30-160-040;400;3817 - 26960;192 - 2476;250;83;334 600
45048;ВО;ВО 40-250-080-2;ВО 40-250-080;800;371 - 10972;413 - 626;1500;73;175 800
45049;Ц;Ц 30-160-040-3;Ц 30-160-040;400;3395 - 22241;456 - 3048;11000;69;169 100
45050;ВО;ВО 56-355-140-2;ВО 56-355-140;1120;3810 - 17820;65 - 849;11000;81;260 800
45051;Ц;Ц 56-355-140-2;Ц 56-355-140;1120;1292 - 7008;150 - 1766;250;90;161 600
45052;ВО;ВО 56-355-140-4;ВО 56-355-140;1120;1632 - 12132;273 - 1236;250;102;146 200
45053;ВЦ;ВЦ 35-200-063-3;ВЦ 35-200-063;630;3740 - 6514;325 - 1813;7500;92;254 500
45054;Ц;Ц 56-355-140-5;Ц 56-355-140;1120;1556 - 2960;158 - 1277;550;97;184 100
45055;ВКОП;ВКОП 30-160-040-5;ВКОП 30-160-040;400;1979 - 13806;361 - 2198;5500;92;105 600
45056;ВЦ;ВЦ 45-280-100-2;ВЦ 45-280-100;900;1243 - 3197;486 - 542;4000;94;148 300
45057;ВР;ВР 40-250-080-1;ВР 40-250-080;800;2920 - 14239;361 - 3128;370;106;202 400
45058;УВО;УВО 35-200-063-4;УВО 35-200-063;630;1536 - 15221;342 - 2662;550;72;265 400
45059;Ц;Ц 40-250-080-2;Ц 40-250-080;800;2721 - 21869;348 - 2061;4000;60;204 300
45060;ВР;ВР 30-160-050-4;ВР 30-160-050;500;3418 - 22922;369 - 2323;3000;88;157 000
45061;УВО;УВО 40-250-080-2;УВО 40-250-080;800;2898 - 6176;330 - 2491;7500;100;220 700
45062;ВКОП;ВКОП 56-355-140-2;ВКОП 56-355-140;1120;2955 - 13626;270 - 1135;550;61;69 200
45063;ВО;ВО 40-250-080-5;ВО 40-250-080;800;3680 - 29361;114 - 2029;2200;100;146 900
45064;Ц;Ц 50-315-125-4;Ц 50-315-125;1000;2224 - 15819;289 - 943;7500;104;47 900
45065;ВКОП;ВКОП 56-355-140-4;ВКОП 56-355-140;1120;1096 - 7359;570 - 2522;250;95;175 600
45066;ВКОП;ВКОП 40-250-080-2;ВКОП 40-250-080;800;3482 - 19207;583 - 2922;5500;80;277 000
45067;УВО;УВО 56-355-140-5;УВО 56-355-140;1120;1947 - 29663;601 - 2477;550;107;293 800
45068;ВЦ;ВЦ 35-200-063-2;ВЦ 35-200-063;630;3640 - 25034;323 - 3509;15000;93;299 000
45069;Ц;Ц 30-160-050-3;Ц 30-160-050;500;2001 - 5039;332 - 1342;1100;81;212 600
45070;УВО;УВО 30-160-040-2;УВО 30-160-040;400;817 - 8894;432 - 3324;550;105;157 100
45071;ВКОП;ВКОП 40-250-080-4;ВКОП 40-250-080;800;1555 - 19835;517 - 2270;250;73;265 200
45072;ВЦ;ВЦ 56-355-140-5;ВЦ 56-355-140;1120;3048 - 4188;629 - 2237;3000;60;229 400
45073;ВР;ВР 56-355-140-4;ВР 56-355-140;1120;3695 - 31580;469 - 2723;11000;107;331 300
45074;УВО;УВО 30-160-050-4;УВО 30-160-050;500;1098 - 10541;486 - 2525;250;84;221 200
45075;Ц;Ц 50-315-125-4;Ц 50-315-125;1000;3166 - 9074;518 - 1090;5500;94;59 100
45076;ВЦ;ВЦ 45-280-100-5;ВЦ 45-280-100;900;2915 - 4303;125 - 2807;2200;68;287 000
45077;ВО;ВО 30-160-040-3;ВО 30-160-040;400;1752 - 12978;256 - 2168;1500;81;243 700
45078;ВР;ВР 56-355-140-4;ВР 56-355-140;1120;1233 - 29091;123 - 2099;250;107;327 800
45079;ВКОП;ВКОП 35-200-063-2;ВКОП 35-200-063;630;2862 - 5610;81 - 3220;250;75;149 500
45080;ВКОП;ВКОП 45-280-100-2;ВКОП 45-280-100;900;1177 - 5813;524 - 3316;370;96;159 200
45081;ВЦ;ВЦ 50-315-125-3;ВЦ 50-315-125;1000;3341 - 15928;211 - 2742;5500;107;105 000
45082;ВО;ВО 35-200-063-1;ВО 35-200-063;630;2570 - 3911;359 - 2767;7500;84;252 900
45083;Ц;Ц 30-160-050-1;Ц 30-160-050;500;2625 - 25755;288 - 755;11000;109;203 100
45084;Ц;Ц 45-280-100-1;Ц 45-280-100;900;3461 - 22505;82 - 1554;4000;87;239 200
45085;ВКОП;ВКОП 45-280-100-3;ВКОП 45-280-100;900;251 - 14515;541 - 1023;2200;83;286 000
45086;Ц;Ц 30-160-050-4;Ц 30-160-050;500;921 - 25466;574 - 3288;1100;99;327 100
45087;ВЦ;ВЦ 40-250-080-4;ВЦ 40-250-080;800;3582 - 28036;646 - 1795;1500;75;90 400
45088;ВР;ВР 40-250-080-2;ВР 40-250-080;800;3273 - 19000;623 - 3172;7500;84;221 300
45089;ВКОП;ВКОП 40-250-080-3;ВКОП 40-250-080;800;944 - 17420;257 - 1760;15000;76;223 400
45090;ВР;ВР 45-280-100-3;ВР 45-280-100;900;2476 - 3308;569 - 1401;370;75;258 000
45091;ВЦ;ВЦ 45-280-100-2;ВЦ 45-280-100;900;3028 - 19128;542 - 2427;15000;61;93 700
45092;ВР;ВР 30-160-050-4;ВР 30-160-050;500;3033 - 11505;353 - 3122;5500;83;293 100
45093;УВО;УВО 45-280-100-3;УВО 45-280-100;900;1942 - 26884;603 - 2007;1500;104;282 800
45094;ВР;ВР 35-200-063-3;ВР 35-200-063;630;1144 - 5597;237 - 1579;370;107;325 900
45095;Ц;Ц 30-160-050-2;Ц 30-160-050;500;1086 - 25788;535 - 1717;11000;97;320 000
45096;УВО;УВО 35-200-063-1;УВО 35-200-063;630;3610 - 10470;343 - 1324;1500;71;203 400
45097;ВКОП;ВКОП 50-315-125-5;ВКОП 50-315-125;1000;718 - 10206;86 - 359;4000;78;111 200
45098;Ц;Ц 56-355-140-4;Ц 56-355-140;1120;620 - 1521;627 - 1841;3000;90;275 900
45099;ВР;ВР 30-160-050-1;ВР 30-160-050;500;1234 - 17388;156 - 473;2200;91;83 800
45100;УВО;УВО 50-315-125-1;УВО 50-315-125;1000;821 - 6209;616 - 1910;370;75;107 100
45101;УВО;УВО 56-355-140-4;УВО 56-355-140;1120;2683 - 22716;271 - 2461;2200;88;277 100
45102;ВР;ВР 56-355-140-5;ВР 56-355-140;1120;1956 - 12462;622 - 3215;250;99;97 000
45103;ВО;ВО 50-315-125-2;ВО 50-315-125;1000;1283 - 23423;123 - 816;750;71;334 400
45104;ВКОП;ВКОП 30-160-050-1;ВКОП 30-160-050;500;1873 - 17135;648 - 2622;1100;62;166 300
45105;ВР;ВР 50-315-125-3;ВР 50-315-125;1000;3079 - 18456;112 - 2977;750;76;148 700
45106;ВЦ;ВЦ 30-160-040-5;ВЦ 30-160-040;400;1120 - 22841;192 - 1330;550;64;76 200
45107;ВО;ВО 56-355-140-3;ВО 56-355-140;1120;2637 - 27678;622 - 1854;3000;67;290 700
45108;Ц;Ц 35-200-063-4;Ц 35-200-063;630;1315 - 18214;592 - 2664;3000;65;65 800
45109;ВЦ;ВЦ 50-315-125-3;ВЦ 50-315-125;1000;2672 - 11376;66 - 490;750;103;55 800
45110;Ц;Ц 56-355-140-3;Ц 56-355-140;1120;2560 - 4378;219 - 2196;4000;101;276 800
45111;ВР;ВР 30-160-050-5;ВР 30-160-050;500;1985 - 23285;543 - 966;3000;82;259 000
45112;ВР;ВР 35-200-063-1;ВР 35-200-063;630;3713 - 9482;377 - 2113;11000;91;196 100
45113;Ц;Ц 40-250-080-5;Ц 40-250-080;800;350 - 15753;130 - 1468;1100;80;105 700
45114;ВЦ;ВЦ 56-355-140-5;ВЦ 56-355-140;1120;3578 - 4115;595 - 2537;2200;63;143 300
45115;УВО;УВО 35-200-063-5;УВО 35-200-063;630;3298 - 20132;492 - 3654;250;73;185 000
45116;УВО;УВО 30-160-050-3;УВО 30-160-050;500;1994 - 25374;536 - 1083;250;100;170 400
45117;Ц;Ц 30-160-050-3;Ц 30-160-050;500;2456 - 3404;605 - 2326;370;74;104 400
45118;ВЦ;ВЦ 30-160-040-2;ВЦ 30-160-040;400;2241 - 26222;338 - 2472;11000;77;262 800
45119;ВЦ;ВЦ 40-250-080-2;ВЦ 40-250-080;800;2070 - 20633;188 - 1809;750;98;311 400
45120;Ц;Ц 30-160-050-1;Ц 30-160-050;500;1331 - 27150;464 - 1906;15000;92;185 000
45121;ВКОП;ВКОП 35-200-063-3;ВКОП 35-200-063;630;3630 - 23362;633 - 3386;3000;69;279 100
45122;УВО;УВО 40-250-080-3;УВО 40-250-080;800;1561 - 20146;596 - 2191;3000;80;143 900
45123;Ц;Ц 30-160-050-5;Ц 30-160-050;500;1768 - 9921;460 - 688;1500;107;292 900
45124;Ц;Ц 56-355-140-4;Ц 56-355-140;1120;1781 - 24028;195 - 2273;250;68;308 300
45125;УВО;УВО 35-200-063-1;УВО 35-200-063;630;3780 - 18707;142 - 2346;3000;60;120 500
45126;ВЦ;ВЦ 56-355-140-2;ВЦ 56-355-140;1120;506 - 16390;311 - 1747;5500;104;253 300
45127;Ц;Ц 30-160-040-3;Ц 30-160-040;400;3691 - 26288;586 - 2192;1500;100;300 800
45128;УВО;УВО 30-160-040-5;УВО 30-160-040;400;480 - 8672;334 - 1315;11000;65;272 500
45129;ВКОП;ВКОП 56-355-140-1;ВКОП 56-355-140;1120;2017 - 7968;346 - 514;250;80;74 400
45130;ВР;ВР 35-200-063-3;ВР 35-200-063;630;1964 - 7234;290 - 2515;2200;96;139 400
45131;ВО;ВО 30-160-050-1;ВО 30-160-050;500;2696 - 15731;286 - 2374;5500;69;166 700
45132;ВЦ;ВЦ 50-315-125-3;ВЦ 50-315-125;1000;2082 - 10948;49 - 2004;1100;103;331 500
45133;ВО;ВО 30-160-040-4;ВО 30-160-040;400;1615 - 21368;346 - 3013;2200;104;176 100
45134;ВЦ;ВЦ 56-355-140-3;ВЦ 56-355-140;1120;1015 - 14120;534 - 1020;750;84;233 100
45135;УВО;УВО 35-200-063-3;УВО 35-200-063;630;289 - 27987;445 - 1619;250;96;70 700
45136;УВО;УВО 50-315-125-4;УВО 50-315-125;1000;3611 - 13489;275 - 2811;15000;82;159 800
45137;Ц;Ц 30-160-050-5;Ц 30-160-050;500;1226 - 23934;180 - 2803;370;100;65 600
45138;ВР;ВР 56-355-140-4;ВР 56-355-140;1120;336 - 19827;413 - 3462;550;65;199 700
45139;ВР;ВР 50-315-125-4;ВР 50-315-125;1000;919 - 7998;175 - 2434;1500;93;308 000
45140;ВР;ВР 56-355-140-2;ВР 56-355-140;1120;1252 - 28775;533 - 1791;11000;81;105 300
45141;ВЦ;ВЦ 30-160-040-2;ВЦ 30-160-040;400;3289 - 11181;446 - 2778;1500;65;251 800
45142;ВКОП;ВКОП 35-200-063-5;ВКОП 35-200-063;630;706 - 16108;417 - 3222;11000;103;182 400
45143;УВО;УВО 40-250-080-3;УВО 40-250-080;800;643 - 23256;279 - 2260;250;99;339 300
45144;ВР;ВР 45-280-100-2;ВР 45-280-100;900;2852 - 5423;515 - 3436;1100;101;259 000
45145;ВКОП;ВКОП 30-160-050-1;ВКОП 30-160-050;500;352 - 10825;544 - 1069;370;75;326 800
45146;ВО;ВО 40-250-080-4;ВО 40-250-080;800;1719 - 24189;593 - 2359;5500;107;126 000
45147;ВЦ;ВЦ 50-315-125-1;ВЦ 50-315-125;1000;3614 - 20148;457 - 1652;250;104;239 200
45148;ВО;ВО 40-250-080-4;ВО 40-250-080;800;1167 - 13551;141 - 2999;1500;94;233 000
45149;ВКОП;ВКОП 40-250-080-3;ВКОП 40-250-080;800;977 - 5479;505 - 930;7500;73;56 100
45150;ВКОП;ВКОП 56-355-140-3;ВКОП 56-355-140;1120;1197 - 5823;618 - 1508;370;108;335 500
45151;ВО;ВО 45-280-100-2;ВО 45-280-100;900;3530 - 11664;376 - 1030;15000;98;46 400
45152;ВР;ВР 56-355-140-2;ВР 56-355-140;1120;732 - 18933;296 - 1060;370;102;58 500
45153;ВО;ВО 30-160-040-3;ВО 30-160-040;400;3435 - 29770;283 - 2744;1500;61;136 300
45154;ВР;ВР 30-160-040-2;ВР 30-160-040;400;3238 - 17532;578 - 1093;11000;64;294 600
45155;ВЦ;ВЦ 56-355-140-3;ВЦ 56-355-140;1120;2302 - 22255;151 - 2052;4000;74;67 700
45156;Ц;Ц 56-355-140-5;Ц 56-355-140;1120;1435 - 16944;71 - 370;3000;85;268 400
45157;Ц;Ц 30-160-040-4;Ц 30-160-040;400;3117 - 18151;115 - 495;1500;98;122 700
45158;ВКОП;ВКОП 30-160-050-3;ВКОП 30-160-050;500;2757 - 24001;639 - 2935;11000;80;244 700
45159;УВО;УВО 45-280-100-3;УВО 45-280-100;900;2058 - 19123;480 - 936;15000;104;104 900
